2020-12-29,RN,
2020-12-30,RN,
2020-12-31,RN,
2020-01-01,RO,
2020-01-02,RO,
2020-01-03,RO,
2020-01-04,RO,
2020-01-05,RO,
2020-01-06,RO,
2020-01-07,RO,
2020-01-08,RO,
2020-01-09,RO,
2020-01-10,RO,
2020-01-11,RO,
2020-01-12,RO,
2020-01-13,RO,
2020-01-14,RO,
2020-01-15,RO,
2020-01-16,RO,
2020-01-17,RO,
2020-01-18,RO,
2020-01-19,RO,
2020-01-20,RO,
2020-01-21,RO,
2020-01-22,RO,
2020-01-23,RO,
2020-01-24,RO,
2020-01-25,RO,
2020-01-26,RO,
2020-01-27,RO,
2020-01-28,RO,
2020-01-29,RO,
2020-01-30,RO,
2020-01-31,RO,
2020-02-01,RO,
2020-02-02,RO,
2020-02-03,RO,
2020-02-04,RO,
2020-02-05,RO,
2020-02-06,RO,
2020-02-07,RO,
2020-02-08,RO,
2020-02-09,RO,
2020-02-10,RO,
2020-02-11,RO,
2020-02-12,RO,
2020-02-13,RO,
2020-02-14,RO,
2020-02-15,RO,
2020-02-16,RO,
2020-02-17,RO,
2020-02-18,RO,
2020-02-19,RO,
2020-02-20,RO,
2020-02-21,RO,
2020-02-22,RO,
2020-02-23,RO,
2020-02-24,RO,
2020-02-25,RO,
2020-02-26,RO,
2020-02-27,RO,
2020-02-28,RO,
2020-02-29,RO,
2020-03-01,RO,
2020-03-02,RO,
2020-03-03,RO,
2020-03-04,RO,
2020-03-05,RO,
2020-03-06,RO,
2020-03-07,RO,
2020-03-08,RO,
2020-03-09,RO,
2020-03-10,RO,
2020-03-11,RO,
2020-03-12,RO,
2020-03-13,RO,
2020-03-14,RO,
2020-03-15,RO,
2020-03-16,RO,
2020-03-17,RO,
2020-03-18,RO,
2020-03-19,RO,
2020-03-20,RO,
2020-03-21,RO,
2020-03-22,RO,
2020-03-23,RO,
2020-03-24,RO,
2020-03-25,RO,1
2020-03-26,RO,
2020-03-27,RO,
2020-03-28,RO,
2020-03-29,RO,1
2020-03-30,RO,
2020-03-31,RO,
2020-04-01,RO,
2020-04-02,RO,
2020-04-03,RO,
2020-04-04,RO,
2020-04-05,RO,
2020-04-06,RO,
2020-04-07,RO,
2020-04-08,RO,1
2020-04-09,RO,
2020-04-10,RO,
2020-04-11,RO,1
2020-04-12,RO,
2020-04-13,RO,1
2020-04-14,RO,1
2020-04-15,RO,
2020-04-16,RO,
2020-04-17,RO,1
2020-04-18,RO,1
2020-04-19,RO,
2020-04-20,RO,
2020-04-21,RO,1
2020-04-22,RO,1
2020-04-23,RO,3
2020-04-24,RO,
2020-04-25,RO,1
2020-04-26,RO,
2020-04-27,RO,3
2020-04-28,RO,2
2020-04-29,RO,6
2020-04-30,RO,1
2020-05-01,RO,3
2020-05-02,RO,1
2020-05-03,RO,3
2020-05-04,RO,5
2020-05-05,RO,3
2020-05-06,RO,2
2020-05-07,RO,2
2020-05-08,RO,4
2020-05-09,RO,4
2020-05-10,RO,10
2020-05-11,RO,6
2020-05-12,RO,5
2020-05-13,RO,9
2020-05-14,RO,8
2020-05-15,RO,7
2020-05-16,RO,6
2020-05-17,RO,6
2020-05-18,RO,5
2020-05-19,RO,8
2020-05-20,RO,9
2020-05-21,RO,6
2020-05-22,RO,9
2020-05-23,RO,5
2020-05-24,RO,9
2020-05-25,RO,6
2020-05-26,RO,8
2020-05-27,RO,8
2020-05-28,RO,5
2020-05-29,RO,4
2020-05-30,RO,5
2020-05-31,RO,2
2020-06-01,RO,2
2020-06-02,RO,
2020-06-03,RO,1
2020-06-04,RO,
2020-06-05,RO,
2020-06-06,RO,1
2020-06-07,RO,3
2020-06-08,RO,1
2020-06-09,RO,3
2020-06-10,RO,4
2020-06-11,RO,2
2020-06-12,RO,6
2020-06-13,RO,3
2020-06-14,RO,2
2020-06-15,RO,4
2020-06-16,RO,1
2020-06-17,RO,3
2020-06-18,RO,8
2020-06-19,RO,3
2020-06-20,RO,4
2020-06-21,RO,5
2020-06-22,RO,1
2020-06-23,RO,3
2020-06-24,RO,1
2020-06-25,RO,4
2020-06-26,RO,4
2020-06-27,RO,3
2020-06-28,RO,
2020-06-29,RO,4
2020-06-30,RO,13
2020-07-01,RO,7
2020-07-02,RO,12
2020-07-03,RO,6
2020-07-04,RO,12
2020-07-05,RO,14
2020-07-06,RO,17
2020-07-07,RO,21
2020-07-08,RO,15
2020-07-09,RO,11
2020-07-10,RO,17
2020-07-11,RO,13
2020-07-12,RO,14
2020-07-13,RO,10
2020-07-14,RO,7
2020-07-15,RO,14
2020-07-16,RO,10
2020-07-17,RO,11
2020-07-18,RO,10
2020-07-19,RO,16
2020-07-20,RO,11
2020-07-21,RO,15
2020-07-22,RO,19
2020-07-23,RO,6
2020-07-24,RO,10
2020-07-25,RO,9
2020-07-26,RO,13
2020-07-27,RO,10
2020-07-28,RO,10
2020-07-29,RO,11
2020-07-30,RO,6
2020-07-31,RO,9
2020-08-01,RO,8
2020-08-02,RO,11
2020-08-03,RO,8
2020-08-04,RO,9
2020-08-05,RO,7
2020-08-06,RO,9
2020-08-07,RO,7
2020-08-08,RO,5
2020-08-09,RO,10
2020-08-10,RO,4
2020-08-11,RO,11
2020-08-12,RO,12
2020-08-13,RO,7
2020-08-14,RO,3
2020-08-15,RO,6
2020-08-16,RO,6
2020-08-17,RO,8
2020-08-18,RO,9
2020-08-19,RO,8
2020-08-20,RO,9
2020-08-21,RO,8
2020-08-22,RO,12
2020-08-23,RO,9
2020-08-24,RO,9
2020-08-25,RO,6
2020-08-26,RO,7
2020-08-27,RO,9
2020-08-28,RO,6
2020-08-29,RO,11
2020-08-30,RO,8
2020-08-31,RO,11
2020-09-01,RO,8
2020-09-02,RO,6
2020-09-03,RO,12
2020-09-04,RO,8
2020-09-05,RO,7
2020-09-06,RO,5
2020-09-07,RO,8
2020-09-08,RO,6
2020-09-09,RO,4
2020-09-10,RO,
2020-09-11,RO,
2020-09-12,RO,
2020-09-13,RO,
2020-09-14,RO,
2020-09-15,RO,
2020-09-16,RO,
2020-09-17,RO,
2020-09-18,RO,
2020-09-19,RO,
2020-09-20,RO,
2020-09-21,RO,
2020-09-22,RO,
2020-09-23,RO,
2020-09-24,RO,
2020-09-25,RO,
2020-09-26,RO,
2020-09-27,RO,
2020-09-28,RO,
2020-09-29,RO,
2020-09-30,RO,
2020-10-01,RO,
2020-10-02,RO,
2020-10-03,RO,
2020-10-04,RO,
2020-10-05,RO,
2020-10-06,RO,
2020-10-07,RO,
2020-10-08,RO,
2020-10-09,RO,
2020-10-10,RO,
2020-10-11,RO,
2020-10-12,RO,
2020-10-13,RO,
2020-10-14,RO,
2020-10-15,RO,
2020-10-16,RO,
2020-10-17,RO,
2020-10-18,RO,
2020-10-19,RO,
2020-10-20,RO,
2020-10-21,RO,
2020-10-22,RO,
2020-10-23,RO,
2020-10-24,RO,
2020-10-25,RO,
2020-10-26,RO,
2020-10-27,RO,
2020-10-28,RO,
2020-10-29,RO,
2020-10-30,RO,
2020-10-31,RO,
2020-11-01,RO,
2020-11-02,RO,
2020-11-03,RO,
2020-11-04,RO,
2020-11-05,RO,
2020-11-06,RO,
2020-11-07,RO,
2020-11-08,RO,
2020-11-09,RO,
2020-11-10,RO,
2020-11-11,RO,
2020-11-12,RO,
2020-11-13,RO,
2020-11-14,RO,
2020-11-15,RO,
2020-11-16,RO,
2020-11-17,RO,
2020-11-18,RO,
2020-11-19,RO,
2020-11-20,RO,
2020-11-21,RO,
2020-11-22,RO,
2020-11-23,RO,
2020-11-24,RO,
2020-11-25,RO,
2020-11-26,RO,
2020-11-27,RO,
2020-11-28,RO,
2020-11-29,RO,
2020-11-30,RO,
2020-12-01,RO,
2020-12-02,RO,
2020-12-03,RO,
2020-12-04,RO,
2020-12-05,RO,
2020-12-06,RO,
2020-12-07,RO,
2020-12-08,RO,
2020-12-09,RO,
2020-12-10,RO,
2020-12-11,RO,
2020-12-12,RO,
2020-12-13,RO,
2020-12-14,RO,
2020-12-15,RO,
2020-12-16,RO,
2020-12-17,RO,
2020-12-18,RO,
2020-12-19,RO,
2020-12-20,RO,
2020-12-21,RO,
2020-12-22,RO,
2020-12-23,RO,
2020-12-24,RO,
2020-12-25,RO,
2020-12-26,RO,
2020-12-27,RO,
2020-12-28,RO,
2020-12-29,RO,
2020-12-30,RO,
2020-12-31,RO,
2020-01-01,RR,
2020-01-02,RR,
2020-01-03,RR,
2020-01-04,RR,
2020-01-05,RR,
2020-01-06,RR,
2020-01-07,RR,
2020-01-08,RR,
2020-01-09,RR,
2020-01-10,RR,
2020-01-11,RR,
2020-01-12,RR,
2020-01-13,RR,
2020-01-14,RR,
2020-01-15,RR,
2020-01-16,RR,
2020-01-17,RR,
2020-01-18,RR,
2020-01-19,RR,
2020-01-20,RR,
2020-01-21,RR,
2020-01-22,RR,
2020-01-23,RR,
2020-01-24,RR,
2020-01-25,RR,
2020-01-26,RR,
2020-01-27,RR,
2020-01-28,RR,
2020-01-29,RR,
2020-01-30,RR,
2020-01-31,RR,
2020-02-01,RR,
2020-02-02,RR,
2020-02-03,RR,
2020-02-04,RR,
2020-02-05,RR,
2020-02-06,RR,
2020-02-07,RR,
2020-02-08,RR,
2020-02-09,RR,
2020-02-10,RR,
2020-02-11,RR,
2020-02-12,RR,
2020-02-13,RR,
2020-02-14,RR,
2020-02-15,RR,
2020-02-16,RR,
2020-02-17,RR,
2020-02-18,RR,
2020-02-19,RR,
2020-02-20,RR,
2020-02-21,RR,
2020-02-22,RR,
2020-02-23,RR,
2020-02-24,RR,
2020-02-25,RR,
2020-02-26,RR,
2020-02-27,RR,
2020-02-28,RR,
2020-02-29,RR,
2020-03-01,RR,
2020-03-02,RR,
2020-03-03,RR,
2020-03-04,RR,
2020-03-05,RR,
2020-03-06,RR,
2020-03-07,RR,
2020-03-08,RR,
2020-03-09,RR,
2020-03-10,RR,
2020-03-11,RR,
2020-03-12,RR,
2020-03-13,RR,
2020-03-14,RR,
2020-03-15,RR,
2020-03-16,RR,
2020-03-17,RR,1
2020-03-18,RR,
2020-03-19,RR,
2020-03-20,RR,
2020-03-21,RR,
2020-03-22,RR,
2020-03-23,RR,
2020-03-24,RR,
2020-03-25,RR,
2020-03-26,RR,
2020-03-27,RR,
2020-03-28,RR,
2020-03-29,RR,
2020-03-30,RR,
2020-03-31,RR,
2020-04-01,RR,
2020-04-02,RR,
2020-04-03,RR,1
2020-04-04,RR,
2020-04-05,RR,
2020-04-06,RR,
2020-04-07,RR,
2020-04-08,RR,
2020-04-09,RR,1
2020-04-10,RR,
2020-04-11,RR,
2020-04-12,RR,
2020-04-13,RR,
2020-04-14,RR,
2020-04-15,RR,
2020-04-16,RR,
2020-04-17,RR,
2020-04-18,RR,
2020-04-19,RR,
2020-04-20,RR,
2020-04-21,RR,
2020-04-22,RR,
2020-04-23,RR,
2020-04-24,RR,
2020-04-25,RR,
2020-04-26,RR,
2020-04-27,RR,
2020-04-28,RR,
2020-04-29,RR,1
2020-04-30,RR,
2020-05-01,RR,2
2020-05-02,RR,1
2020-05-03,RR,
2020-05-04,RR,1
2020-05-05,RR,1
2020-05-06,RR,1
2020-05-07,RR,1
2020-05-08,RR,
2020-05-09,RR,3
2020-05-10,RR,2
2020-05-11,RR,2
2020-05-12,RR,1
2020-05-13,RR,1
2020-05-14,RR,2
2020-05-15,RR,6
2020-05-16,RR,4
2020-05-17,RR,1
2020-05-18,RR,2
2020-05-19,RR,8
2020-05-20,RR,5
2020-05-21,RR,4
2020-05-22,RR,5
2020-05-23,RR,2
2020-05-24,RR,10
2020-05-25,RR,6
2020-05-26,RR,3
2020-05-27,RR,8
2020-05-28,RR,4
2020-05-29,RR,7
2020-05-30,RR,11
2020-05-31,RR,
2020-06-01,RR,5
2020-06-02,RR,11
2020-06-03,RR,9
2020-06-04,RR,5
2020-06-05,RR,12
2020-06-06,RR,12
2020-06-07,RR,8
2020-06-08,RR,11
2020-06-09,RR,12
2020-06-10,RR,10
2020-06-11,RR,13
2020-06-12,RR,10
2020-06-13,RR,12
2020-06-14,RR,12
2020-06-15,RR,5
2020-06-16,RR,7
2020-06-17,RR,10
2020-06-18,RR,7
2020-06-19,RR,9
2020-06-20,RR,9
2020-06-21,RR,6
2020-06-22,RR,11
2020-06-23,RR,8
2020-06-24,RR,10
2020-06-25,RR,6
2020-06-26,RR,5
2020-06-27,RR,6
2020-06-28,RR,9
2020-06-29,RR,7
2020-06-30,RR,10
2020-07-01,RR,4
2020-07-02,RR,6
2020-07-03,RR,6
2020-07-04,RR,9
2020-07-05,RR,7
2020-07-06,RR,5
2020-07-07,RR,2
2020-07-08,RR,3
2020-07-09,RR,2
2020-07-10,RR,4
2020-07-11,RR,3
2020-07-12,RR,3
2020-07-13,RR,4
2020-07-14,RR,4
2020-07-15,RR,3
2020-07-16,RR,5
2020-07-17,RR,5
2020-07-18,RR,3
2020-07-19,RR,2
2020-07-20,RR,6
2020-07-21,RR,3
2020-07-22,RR,1
2020-07-23,RR,1
2020-07-24,RR,3
2020-07-25,RR,1
2020-07-26,RR,2
2020-07-27,RR,1
2020-07-28,RR,3
2020-07-29,RR,1
2020-07-30,RR,3
2020-07-31,RR,1
2020-08-01,RR,3
2020-08-02,RR,1
2020-08-03,RR,1
2020-08-04,RR,
2020-08-05,RR,2
2020-08-06,RR,1
2020-08-07,RR,
2020-08-08,RR,
2020-08-09,RR,1
2020-08-10,RR,3
2020-08-11,RR,
2020-08-12,RR,
2020-08-13,RR,
2020-08-14,RR,
2020-08-15,RR,1
2020-08-16,RR,1
2020-08-17,RR,
2020-08-18,RR,
2020-08-19,RR,
2020-08-20,RR,
2020-08-21,RR,1
2020-08-22,RR,
2020-08-23,RR,
2020-08-24,RR,
2020-08-25,RR,
2020-08-26,RR,
2020-08-27,RR,1
2020-08-28,RR,
2020-08-29,RR,
2020-08-30,RR,
2020-08-31,RR,
2020-09-01,RR,
2020-09-02,RR,
2020-09-03,RR,
2020-09-04,RR,
2020-09-05,RR,
2020-09-06,RR,1
2020-09-07,RR,
2020-09-08,RR,
2020-09-09,RR,
2020-09-10,RR,
2020-09-11,RR,
2020-09-12,RR,
2020-09-13,RR,
2020-09-14,RR,
2020-09-15,RR,
2020-09-16,RR,
2020-09-17,RR,
2020-09-18,RR,
2020-09-19,RR,
2020-09-20,RR,
2020-09-21,RR,
2020-09-22,RR,
2020-09-23,RR,
2020-09-24,RR,
2020-09-25,RR,
2020-09-26,RR,
2020-09-27,RR,
2020-09-28,RR,
2020-09-29,RR,
2020-09-30,RR,
2020-10-01,RR,
2020-10-02,RR,
2020-10-03,RR,
2020-10-04,RR,
2020-10-05,RR,
2020-10-06,RR,
2020-10-07,RR,
2020-10-08,RR,
2020-10-09,RR,
2020-10-10,RR,
2020-10-11,RR,
2020-10-12,RR,
2020-10-13,RR,
2020-10-14,RR,
2020-10-15,RR,
2020-10-16,RR,
2020-10-17,RR,
2020-10-18,RR,
2020-10-19,RR,
2020-10-20,RR,
2020-10-21,RR,
2020-10-22,RR,
2020-10-23,RR,
2020-10-24,RR,
2020-10-25,RR,
2020-10-26,RR,
2020-10-27,RR,
2020-10-28,RR,
2020-10-29,RR,
2020-10-30,RR,
2020-10-31,RR,
2020-11-01,RR,
2020-11-02,RR,
2020-11-03,RR,
2020-11-04,RR,
2020-11-05,RR,
2020-11-06,RR,
2020-11-07,RR,
2020-11-08,RR,
2020-11-09,RR,
2020-11-10,RR,
2020-11-11,RR,
2020-11-12,RR,
2020-11-13,RR,
2020-11-14,RR,
2020-11-15,RR,
2020-11-16,RR,
2020-11-17,RR,
2020-11-18,RR,
2020-11-19,RR,
2020-11-20,RR,
2020-11-21,RR,
2020-11-22,RR,
2020-11-23,RR,
2020-11-24,RR,
2020-11-25,RR,
2020-11-26,RR,
2020-11-27,RR,
2020-11-28,RR,
2020-11-29,RR,
2020-11-30,RR,
2020-12-01,RR,
2020-12-02,RR,
2020-12-03,RR,
2020-12-04,RR,
2020-12-05,RR,
2020-12-06,RR,
2020-12-07,RR,
2020-12-08,RR,
2020-12-09,RR,
2020-12-10,RR,
2020-12-11,RR,
2020-12-12,RR,
2020-12-13,RR,
2020-12-14,RR,
2020-12-15,RR,
2020-12-16,RR,
2020-12-17,RR,
2020-12-18,RR,
2020-12-19,RR,
2020-12-20,RR,
2020-12-21,RR,
2020-12-22,RR,
2020-12-23,RR,
2020-12-24,RR,
2020-12-25,RR,
2020-12-26,RR,
2020-12-27,RR,
2020-12-28,RR,
2020-12-29,RR,
2020-12-30,RR,
2020-12-31,RR,
2020-01-01,RS,
2020-01-02,RS,
2020-01-03,RS,
2020-01-04,RS,
2020-01-05,RS,
2020-01-06,RS,
2020-01-07,RS,
2020-01-08,RS,
2020-01-09,RS,
2020-01-10,RS,
2020-01-11,RS,
2020-01-12,RS,
2020-01-13,RS,
2020-01-14,RS,
2020-01-15,RS,
2020-01-16,RS,
2020-01-17,RS,
2020-01-18,RS,
2020-01-19,RS,
2020-01-20,RS,
2020-01-21,RS,
2020-01-22,RS,
2020-01-23,RS,
2020-01-24,RS,
2020-01-25,RS,
2020-01-26,RS,
2020-01-27,RS,
2020-01-28,RS,
2020-01-29,RS,
2020-01-30,RS,
2020-01-31,RS,
2020-02-01,RS,
2020-02-02,RS,
2020-02-03,RS,
2020-02-04,RS,
2020-02-05,RS,
2020-02-06,RS,
2020-02-07,RS,
2020-02-08,RS,
2020-02-09,RS,
2020-02-10,RS,
2020-02-11,RS,
2020-02-12,RS,
2020-02-13,RS,
2020-02-14,RS,
2020-02-15,RS,
2020-02-16,RS,
2020-02-17,RS,
2020-02-18,RS,
2020-02-19,RS,
2020-02-20,RS,
2020-02-21,RS,
2020-02-22,RS,
2020-02-23,RS,
2020-02-24,RS,
2020-02-25,RS,
2020-02-26,RS,
2020-02-27,RS,
2020-02-28,RS,
2020-02-29,RS,
2020-03-01,RS,
2020-03-02,RS,
2020-03-03,RS,
2020-03-04,RS,
2020-03-05,RS,
2020-03-06,RS,
2020-03-07,RS,
2020-03-08,RS,
2020-03-09,RS,
2020-03-10,RS,
2020-03-11,RS,
2020-03-12,RS,
2020-03-13,RS,
2020-03-14,RS,
2020-03-15,RS,
2020-03-16,RS,
2020-03-17,RS,
2020-03-18,RS,
2020-03-19,RS,
2020-03-20,RS,
2020-03-21,RS,
2020-03-22,RS,
2020-03-23,RS,
2020-03-24,RS,1
2020-03-25,RS,
2020-03-26,RS,1
2020-03-27,RS,
2020-03-28,RS,1
2020-03-29,RS,1
2020-03-30,RS,3
2020-03-31,RS,2
2020-04-01,RS,1
2020-04-02,RS,4
2020-04-03,RS,4
2020-04-04,RS,3
2020-04-05,RS,2
2020-04-06,RS,4
2020-04-07,RS,4
2020-04-08,RS,3
2020-04-09,RS,4
2020-04-10,RS,2
2020-04-11,RS,1
2020-04-12,RS,2
2020-04-13,RS,5
2020-04-14,RS,
2020-04-15,RS,2
2020-04-16,RS,4
2020-04-17,RS,3
2020-04-18,RS,2
2020-04-19,RS,2
2020-04-20,RS,2
2020-04-21,RS,3
2020-04-22,RS,4
2020-04-23,RS,6
2020-04-24,RS,1
2020-04-25,RS,3
2020-04-26,RS,7
2020-04-27,RS,6
2020-04-28,RS,2
2020-04-29,RS,3
2020-04-30,RS,11
2020-05-01,RS,7
2020-05-02,RS,8
2020-05-03,RS,5
2020-05-04,RS,10
2020-05-05,RS,10
2020-05-06,RS,6
2020-05-07,RS,9
2020-05-08,RS,11
2020-05-09,RS,6
2020-05-10,RS,5
2020-05-11,RS,13
2020-05-12,RS,8
2020-05-13,RS,10
2020-05-14,RS,12
2020-05-15,RS,13
2020-05-16,RS,7
2020-05-17,RS,8
2020-05-18,RS,7
2020-05-19,RS,11
2020-05-20,RS,5
2020-05-21,RS,8
2020-05-22,RS,8
2020-05-23,RS,9
2020-05-24,RS,16
2020-05-25,RS,8
2020-05-26,RS,6
2020-05-27,RS,3
2020-05-28,RS,12
2020-05-29,RS,6
2020-05-30,RS,13
2020-05-31,RS,10
2020-06-01,RS,11
2020-06-02,RS,15
2020-06-03,RS,9
2020-06-04,RS,7
2020-06-05,RS,16
2020-06-06,RS,11
2020-06-07,RS,11
2020-06-08,RS,15
2020-06-09,RS,16
2020-06-10,RS,16
2020-06-11,RS,10
2020-06-12,RS,10
2020-06-13,RS,19
2020-06-14,RS,3
2020-06-15,RS,12
2020-06-16,RS,21
2020-06-17,RS,18
2020-06-18,RS,17
2020-06-19,RS,18
2020-06-20,RS,18
2020-06-21,RS,25
2020-06-22,RS,20
2020-06-23,RS,20
2020-06-24,RS,19
2020-06-25,RS,20
2020-06-26,RS,16
2020-06-27,RS,18
2020-06-28,RS,32
2020-06-29,RS,26
2020-06-30,RS,29
2020-07-01,RS,28
2020-07-02,RS,28
2020-07-03,RS,24
2020-07-04,RS,20
2020-07-05,RS,27
2020-07-06,RS,28
2020-07-07,RS,35
2020-07-08,RS,44
2020-07-09,RS,43
2020-07-10,RS,50
2020-07-11,RS,31
2020-07-12,RS,46
2020-07-13,RS,59
2020-07-14,RS,36
2020-07-15,RS,48
2020-07-16,RS,38
2020-07-17,RS,57
2020-07-18,RS,48
2020-07-19,RS,43
2020-07-20,RS,45
2020-07-21,RS,63
2020-07-22,RS,47
2020-07-23,RS,48
2020-07-24,RS,52
2020-07-25,RS,48
2020-07-26,RS,53
2020-07-27,RS,56
2020-07-28,RS,61
2020-07-29,RS,65
2020-07-30,RS,51
2020-07-31,RS,43
2020-08-01,RS,74
2020-08-02,RS,59
2020-08-03,RS,72
2020-08-04,RS,55
2020-08-05,RS,48
2020-08-06,RS,44
2020-08-07,RS,53
2020-08-08,RS,38
2020-08-09,RS,60
2020-08-10,RS,58
2020-08-11,RS,56
2020-08-12,RS,47
2020-08-13,RS,39
2020-08-14,RS,54
2020-08-15,RS,57
2020-08-16,RS,57
2020-08-17,RS,53
2020-08-18,RS,53
2020-08-19,RS,48
2020-08-20,RS,47
2020-08-21,RS,40
2020-08-22,RS,64
2020-08-23,RS,50
2020-08-24,RS,60
2020-08-25,RS,47
2020-08-26,RS,58
2020-08-27,RS,60
2020-08-28,RS,46
2020-08-29,RS,52
2020-08-30,RS,34
2020-08-31,RS,44
2020-09-01,RS,48
2020-09-02,RS,48
2020-09-03,RS,48
2020-09-04,RS,43
2020-09-05,RS,53
2020-09-06,RS,38
2020-09-07,RS,44
2020-09-08,RS,40
2020-09-09,RS,36
2020-09-10,RS,22
2020-09-11,RS,9
2020-09-12,RS,2
2020-09-13,RS,2
2020-09-14,RS,
2020-09-15,RS,
2020-09-16,RS,
2020-09-17,RS,
2020-09-18,RS,
2020-09-19,RS,
2020-09-20,RS,
2020-09-21,RS,
2020-09-22,RS,
2020-09-23,RS,
2020-09-24,RS,
2020-09-25,RS,
2020-09-26,RS,
2020-09-27,RS,
2020-09-28,RS,
2020-09-29,RS,
2020-09-30,RS,
2020-10-01,RS,
2020-10-02,RS,
2020-10-03,RS,
2020-10-04,RS,
2020-10-05,RS,
2020-10-06,RS,
2020-10-07,RS,
2020-10-08,RS,
2020-10-09,RS,
2020-10-10,RS,
2020-10-11,RS,
2020-10-12,RS,
2020-10-13,RS,
2020-10-14,RS,
2020-10-15,RS,
2020-10-16,RS,
2020-10-17,RS,
2020-10-18,RS,
2020-10-19,RS,
2020-10-20,RS,
2020-10-21,RS,
2020-10-22,RS,
2020-10-23,RS,
2020-10-24,RS,
2020-10-25,RS,
2020-10-26,RS,
2020-10-27,RS,
2020-10-28,RS,
2020-10-29,RS,
2020-10-30,RS,
2020-10-31,RS,
2020-11-01,RS,
2020-11-02,RS,
2020-11-03,RS,
2020-11-04,RS,
2020-11-05,RS,
2020-11-06,RS,
2020-11-07,RS,
2020-11-08,RS,
2020-11-09,RS,
2020-11-10,RS,
2020-11-11,RS,
2020-11-12,RS,
2020-11-13,RS,
2020-11-14,RS,
2020-11-15,RS,
2020-11-16,RS,
2020-11-17,RS,
2020-11-18,RS,
2020-11-19,RS,
2020-11-20,RS,
2020-11-21,RS,
2020-11-22,RS,
2020-11-23,RS,
2020-11-24,RS,
2020-11-25,RS,
2020-11-26,RS,
2020-11-27,RS,
2020-11-28,RS,
2020-11-29,RS,
2020-11-30,RS,
2020-12-01,RS,
2020-12-02,RS,
2020-12-03,RS,
2020-12-04,RS,
2020-12-05,RS,
2020-12-06,RS,
2020-12-07,RS,
2020-12-08,RS,
2020-12-09,RS,
2020-12-10,RS,
2020-12-11,RS,
2020-12-12,RS,
2020-12-13,RS,
2020-12-14,RS,
2020-12-15,RS,
2020-12-16,RS,
2020-12-17,RS,
2020-12-18,RS,
2020-12-19,RS,
2020-12-20,RS,
2020-12-21,RS,
2020-12-22,RS,
2020-12-23,RS,
2020-12-24,RS,
2020-12-25,RS,
2020-12-26,RS,
2020-12-27,RS,
2020-12-28,RS,
2020-12-29,RS,
2020-12-30,RS,
2020-12-31,RS,
2020-01-01,SC,
2020-01-02,SC,
2020-01-03,SC,
2020-01-04,SC,
2020-01-05,SC,
2020-01-06,SC,
2020-01-07,SC,
2020-01-08,SC,
2020-01-09,SC,
2020-01-10,SC,
2020-01-11,SC,
2020-01-12,SC,
2020-01-13,SC,
2020-01-14,SC,
2020-01-15,SC,
2020-01-16,SC,
2020-01-17,SC,
2020-01-18,SC,
2020-01-19,SC,
2020-01-20,SC,
2020-01-21,SC,
2020-01-22,SC,
2020-01-23,SC,
2020-01-24,SC,
2020-01-25,SC,
2020-01-26,SC,
2020-01-27,SC,
2020-01-28,SC,
2020-01-29,SC,
2020-01-30,SC,
2020-01-31,SC,
2020-02-01,SC,
2020-02-02,SC,
2020-02-03,SC,
2020-02-04,SC,
2020-02-05,SC,
2020-02-06,SC,
2020-02-07,SC,
2020-02-08,SC,
2020-02-09,SC,
2020-02-10,SC,
2020-02-11,SC,
2020-02-12,SC,
2020-02-13,SC,
2020-02-14,SC,
2020-02-15,SC,
2020-02-16,SC,
2020-02-17,SC,
2020-02-18,SC,
2020-02-19,SC,
2020-02-20,SC,
2020-02-21,SC,
2020-02-22,SC,
2020-02-23,SC,
2020-02-24,SC,
2020-02-25,SC,
2020-02-26,SC,
2020-02-27,SC,
2020-02-28,SC,
2020-02-29,SC,
2020-03-01,SC,
2020-03-02,SC,
2020-03-03,SC,
2020-03-04,SC,
2020-03-05,SC,
2020-03-06,SC,
2020-03-07,SC,
2020-03-08,SC,
2020-03-09,SC,
2020-03-10,SC,
2020-03-11,SC,
2020-03-12,SC,
2020-03-13,SC,
2020-03-14,SC,
2020-03-15,SC,
2020-03-16,SC,
2020-03-17,SC,
2020-03-18,SC,
2020-03-19,SC,
2020-03-20,SC,
2020-03-21,SC,
2020-03-22,SC,
2020-03-23,SC,1
2020-03-24,SC,
2020-03-25,SC,1
2020-03-26,SC,
2020-03-27,SC,
2020-03-28,SC,
2020-03-29,SC,
2020-03-30,SC,1
2020-03-31,SC,3
2020-04-01,SC,3
2020-04-02,SC,4
2020-04-03,SC,1
2020-04-04,SC,3
2020-04-05,SC,1
2020-04-06,SC,2
2020-04-07,SC,4
2020-04-08,SC,1
2020-04-09,SC,2
2020-04-10,SC,3
2020-04-11,SC,3
2020-04-12,SC,3
2020-04-13,SC,1
2020-04-14,SC,5
2020-04-15,SC,2
2020-04-16,SC,2
2020-04-17,SC,4
2020-04-18,SC,2
2020-04-19,SC,1
2020-04-20,SC,1
2020-04-21,SC,2
2020-04-22,SC,4
2020-04-23,SC,2
2020-04-24,SC,5
2020-04-25,SC,
2020-04-26,SC,
2020-04-27,SC,1
2020-04-28,SC,1
2020-04-29,SC,4
2020-04-30,SC,3
2020-05-01,SC,2
2020-05-02,SC,3
2020-05-03,SC,1
2020-05-04,SC,6
2020-05-05,SC,2
2020-05-06,SC,1
2020-05-07,SC,3
2020-05-08,SC,3
